[manga-translator.ModelMangaOCR] prob: 0.9998981952667237 だが．．．その人間は fg: (3, 3, 1) bg: (3, 3, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.999820649623871 ．．．そうしないと fg: (1, 2, 0) bg: (1, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999393820762634 生きていけ fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.99998277425766 ないんだよ fg: (4, 5, 0) bg: (4, 5, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999759197235109 俺たちみたいな fg: (4, 5, 1) bg: (4, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9998914599418641 下っ端はな fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999638795852661 政府軍の兵隊が fg: (2, 2, 2) bg: (2, 2, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999099373817444 なんで盗賊 fg: (4, 5, 3) bg: (4, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.9993648529052735 みたいなことを？ fg: (3, 3, 1) bg: (3, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999002218246461 あなたたち fg: (4, 5, 1) bg: (4, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999882578849792 本当に国境警備隊 fg: (3, 4, 2) bg: (3, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9983934164047242 ですの？ fg: (2, 2, 2) bg: (2, 2, 2)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999870657920839 ですがそれは fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999637603759767 「魔族全体の問題 fg: (2, 2, 0) bg: (2, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9996230006217958 一人で責任を fg: (3, 3, 1) bg: (3, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999778866767884 背負いこまないで fg: (2, 5, 0) bg: (2, 5, 0)
[manga-translator.ModelMangaOCR] prob: 0.9990054965019227 ．．．．．．そうだな悪い fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999708533287048 魔族に余裕がないのは fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9998409748077394 確かに人間との fg: (3, 3, 1) bg: (3, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9998785853385925 戦争に負けたからです fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999755620956422 あなたのせいでは fg: (2, 4, 1) bg: (2, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999611377716064 ないですよ fg: (4, 6, 1) bg: (4, 6, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999825358390808 ラモン fg: (5, 6, 2) bg: (5, 6, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999957084655762 俺たちみたいな fg: (3, 2, 0) bg: (3, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9997205138206483 正規兵でも給料は fg: (5, 5, 3) bg: (5, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.9998828172683717 雀の涙程度 fg: (6, 5, 2) bg: (6, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999373555183412 部の上層部しか fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999653100967408 まともに生きて fg: (3, 4, 2) bg: (3, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999499320983887 いけないんだ fg: (3, 5, 1) bg: (3, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999934434890747 今の魔族の国は fg: (4, 3, 0) bg: (4, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999737739562989 どこも余裕がない fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9975796937942506 原作：溝上長 fg: (250, 246, 248) bg: (250, 246, 248)
[manga-translator.ModelMangaOCR] prob: 0.9950999021530152 いいたまに fg: (253, 254, 253) bg: (194, 194, 192)
[manga-translator.ModelMangaOCR] prob: 0.7948560118675232 単行本第０巻 fg: (251, 245, 247) bg: (251, 245, 247)
[manga-translator.ModelMangaOCR] prob: 0.896621584892273 ３月８日発売！ fg: (212, 209, 208) bg: (212, 209, 208)
[manga-translator.ModelMangaOCR] prob: 0.8544320464134216 第５話 fg: (248, 245, 229) bg: (248, 245, 229)
[manga-translator.ModelMangaOCR] prob: 0.9974926114082338 類裏セルったら fg: (3, 5, 2) bg: (3, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.8863476514816284 幼なじみの勇者に fg: (2, 0, 0) bg: (2, 0, 0)
[manga-translator.ModelMangaOCR] prob: 0.995883882045746 ぶっ、 fg: (0, 1, 0) bg: (0, 1, 0)
[manga-translator.ModelMangaOCR] prob: 0.48029413819313055 された fg: (2, 3, 2) bg: (2, 3, 2)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999917745590211 というか fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.804676353931427 お前人け．．． fg: (4, 5, 3) bg: (4, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.9997840523719789 反政府軍の fg: (3, 3, 2) bg: (3, 3, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999564290046692 問題もあるんだ fg: (4, 5, 2) bg: (4, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999905824661255 金がないなら fg: (2, 4, 1) bg: (2, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999919533729553 出ていってくれ fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9975252151489259 反政府軍？ fg: (4, 3, 4) bg: (4, 3, 4)
[manga-translator.ModelMangaOCR] prob: 0.9990958571434022 ．．．．．．本当に fg: (4, 3, 2) bg: (4, 3, 2)
[manga-translator.ModelMangaOCR] prob: 0.9991912841796876 知らないのか？ fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999640583992006 お前たち fg: (3, 4, 2) bg: (3, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9991613030433656 どこからきたんだ？ fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9996077418327333 そんな！ fg: (3, 3, 1) bg: (3, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9988047480583192 横暴だ！ fg: (8, 7, 6) bg: (8, 7, 6)
[manga-translator.ModelMangaOCR] prob: 0.9997191429138185 まったく．．．．．． fg: (4, 6, 3) bg: (4, 6, 3)
[manga-translator.ModelMangaOCR] prob: 0.9999706149101258 これは決まりだ fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999640583992006 払えないのであれば fg: (3, 5, 2) bg: (3, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999664425849915 通すわけにはいかない fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999383091926575 そんな高い通行料 fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9998842477798463 払えるわけ fg: (5, 5, 3) bg: (5, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.999852478504181 ないだろ！ fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.6603253483772278 ｜魔族領 fg: (7, 8, 4) bg: (7, 8, 4)
[manga-translator.ModelMangaOCR] prob: 0.9729717373847963 辺境の街の入り日 fg: (2, 3, 2) bg: (2, 3, 2)
[manga-translator.ModelMangaOCR] prob: 0.9958515763282777 バカな！？ fg: (1, 1, 1) bg: (1, 1, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9990761876106263 敵襲です！ fg: (4, 5, 3) bg: (4, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.9999669194221498 反政府軍が fg: (5, 5, 3) bg: (5, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.9999369978904725 街中に火を fg: (5, 4, 1) bg: (5, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9993476271629335 放ちました！ fg: (6, 5, 2) bg: (6, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.999136507511139 爆発！？ fg: (6, 7, 4) bg: (6, 7, 4)
[manga-translator.ModelMangaOCR] prob: 0.9953192472457887 なんだ！？ fg: (4, 3, 0) bg: (4, 3, 0)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999871253967285 確かにそれが fg: (3, 5, 0) bg: (3, 5, 0)
[manga-translator.ModelMangaOCR] prob: 0.9998915791511537 よさそうだな fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999958276748658 この隙に fg: (0, 2, 1) bg: (0, 2, 1)
[manga-translator.ModelMangaOCR] prob: 0.999552071094513 街に入ろう fg: (2, 4, 1) bg: (2, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9988422393798829 ちょっといいか？ fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999585151672363 門を開けて fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9882882237434387 皆を避難させるんだ！！ fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999792575836182 奴らは fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9997599720954896 俺が食い止める！ fg: (2, 1, 0) bg: (2, 1, 0)
[manga-translator.ModelMangaOCR] prob: 0.999972701072693 くそ fg: (8, 9, 4) bg: (8, 9, 4)
[manga-translator.ModelMangaOCR] prob: 0.9999836087226868 奴らの好きには fg: (1, 3, 0) bg: (1, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9996497035026551 させんぞ！ fg: (4, 4, 2) bg: (4, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9942144751548768 なんだと！？ fg: (7, 6, 1) bg: (7, 6, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9985935091972352 ．．．そうか fg: (5, 7, 2) bg: (5, 7, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999826550483704 助けてくれて fg: (1, 1, 0) bg: (1, 1, 0)
[manga-translator.ModelMangaOCR] prob: 0.9997741580009462 ありがとう fg: (3, 3, 1) bg: (3, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999757409095764 本当に助かりました fg: (2, 2, 0) bg: (2, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9998355507850648 ありがとう fg: (5, 6, 3) bg: (5, 6, 3)
[manga-translator.ModelMangaOCR] prob: 0.9996101260185243 ございます！ fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9990252256393434 危険は少ないだろう。 fg: (6, 5, 2) bg: (6, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999331831932069 魔族領であれば fg: (4, 4, 2) bg: (4, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999876618385316 色々と fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999382495880127 助かった fg: (5, 5, 2) bg: (5, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9936260581016542 え．．．？ fg: (7, 10, 6) bg: (7, 10, 6)
[manga-translator.ModelMangaOCR] prob: 0.9995020627975465 それと．．． fg: (4, 5, 1) bg: (4, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999889135360719 ここまででいい fg: (2, 5, 1) bg: (2, 5, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9987082481384278 早く街の外へ fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9998264312744142 避難するんだ！！ fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.99998676776886 これから fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9998549222946168 どうするかだが．．． fg: (1, 2, 0) bg: (1, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9991025924682618 急げ！ fg: (5, 2, 0) bg: (5, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999712705612184 さて fg: (2, 4, 0) bg: (2, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999964833259583 世話になった fg: (2, 2, 0) bg: (2, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.8521223068237305 元気でも fg: (4, 7, 4) bg: (4, 7, 4)
[manga-translator.ModelMangaOCR] prob: 0.9996463656425477 もう奴隷商人 fg: (3, 4, 2) bg: (3, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999837279319764 なんかに fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999693036079407 捕まるなよ fg: (6, 5, 2) bg: (6, 5, 2)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999898672103883 「俺が下手に fg: (1, 1, 0) bg: (1, 1, 0)
[manga-translator.ModelMangaOCR] prob: 0.9998648762702942 介入したら fg: (6, 6, 2) bg: (6, 6, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999775290489198 かえって場を荒らす fg: (3, 4, 2) bg: (3, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999700784683229 だけだろうしな fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9997857809066774 さっきの fg: (1, 3, 0) bg: (1, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.999971628189087 門番によると fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999483823776245 この騒動は fg: (3, 6, 2) bg: (3, 6, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999737143516542 反政府軍の fg: (1, 1, 1) bg: (1, 1, 1)
[manga-translator.ModelMangaOCR] prob: 0.9997147321701051 仕業らしいが．．． fg: (5, 6, 2) bg: (5, 6, 2)
[manga-translator.ModelMangaOCR] prob: 0.9621585607528688 ぐああっ！！ fg: (1, 3, 3) bg: (1, 3, 3)
[manga-translator.ModelMangaOCR] prob: 0.988179385662079 面倒ごとに fg: (3, 3, 2) bg: (3, 3, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999238848686219 巻き込まれる前に fg: (3, 5, 2) bg: (3, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999508261680604 私たちも早く fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999317526817323 行きましょう fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999759197235109 そうするか fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9992545843124391 んー fg: (5, 5, 3) bg: (5, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.999987781047821 危ないことからは fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.999980092048645 遠ざかるのが fg: (2, 5, 1) bg: (2, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999541640281678 正解ですわ fg: (5, 5, 2) bg: (5, 5, 2)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9510800838470459 は fg: (1, 5, 2) bg: (1, 5, 2)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999210834503175 待て fg: (0, 0, 0) bg: (0, 0, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999773502349855 避難したければ fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999781847000122 その二人を置いていって fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999925494194031 もらおうか fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9854429960250856 あー．．．．． fg: (6, 9, 4) bg: (6, 9, 4)
[manga-translator.ModelMangaOCR] prob: 0.9999849200248718 俺たちもちょうど避難 fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9998557567596437 するところなんで．．． fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.999992072582245 まだここにも fg: (1, 2, 0) bg: (1, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999747276306153 残ってるじゃねえか fg: (2, 2, 0) bg: (2, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9984514713287355 ．．．なんだ？ fg: (7, 6, 2) bg: (7, 6, 2)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9717618227005006 ああそうだ fg: (5, 6, 3) bg: (5, 6, 3)
[manga-translator.ModelMangaOCR] prob: 0.9998613595962526 なぁ．．．お前らは fg: (3, 5, 1) bg: (3, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999749660491944 反政府軍って fg: (2, 1, 1) bg: (2, 1, 1)
[manga-translator.ModelMangaOCR] prob: 0.9987297654151918 奴か？ fg: (4, 5, 2) bg: (4, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9993164539337159 ひぇ．．．．．． fg: (5, 5, 3) bg: (5, 5, 3)
[manga-translator.ModelMangaOCR] prob: 0.9999697804450989 お前たちなら fg: (3, 5, 1) bg: (3, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999573230743409 いい金になりそうだ fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999651312828064 革命には金が fg: (2, 5, 2) bg: (2, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999856948852539 必要でね fg: (4, 5, 2) bg: (4, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999459385871888 そのための礎に fg: (1, 3, 1) bg: (1, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999850988388062 なってもらおうか fg: (4, 5, 2) bg: (4, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9996978640556337 若少な妖精とワンディーネに fg: (1, 2, 1) bg: (1, 2, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999843835830688 出くわすとは運がいい fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999876022338867 魔族なら fg: (4, 4, 0) bg: (4, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999936819076539 喜んでその身を fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9990959763526918 捧げるべきだろう fg: (3, 3, 2) bg: (3, 3, 2)
[manga-translator.ModelMangaOCR] prob: 0.999992847442627 正常な国家を fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999551177024842 作り出すための fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9985465407371522 礎になれるんだぞ？ fg: (5, 4, 2) bg: (5, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9994719028472902 ．．．魔族のための fg: (2, 4, 1) bg: (2, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.999972939491272 国家を作るのに fg: (3, 4, 2) bg: (3, 4, 2)
[manga-translator.ModelMangaOCR] prob: 0.9985150694847108 同じ魔族を売るのか？ fg: (3, 1, 1) bg: (3, 1, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999949932098389 それが我々 fg: (1, 0, 0) bg: (1, 0, 0)
[manga-translator.ModelMangaOCR] prob: 0.9998248219490052 反政府軍だ！ fg: (1, 2, 1) bg: (1, 2, 1)
[manga-translator.ModelMangaOCR] prob: 0.999983549118042 腐った政府を打ち倒し fg: (2, 1, 0) bg: (2, 1, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999921321868898 真に魔族のための fg: (1, 2, 0) bg: (1, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9996826648712159 国家を作り上げる！ fg: (2, 1, 1) bg: (2, 1, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999756813049316 反政府軍ってのは fg: (1, 1, 0) bg: (1, 1, 0)
[manga-translator.ModelMangaOCR] prob: 0.999931037425995 名ばかりだな fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999946355819702 偉そうなことを fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.8273389935493469 言っておいて自分たちには fg: (2, 3, 0) bg: (2, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999593496322633 ずいぶん甘いじゃないか fg: (3, 4, 0) bg: (3, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9995854496955873 ．．．なんだ fg: (4, 4, 0) bg: (4, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999939203262329 それに我々は fg: (4, 3, 0) bg: (4, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999788999557496 実際に行動を fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999887347221375 起こしている fg: (2, 4, 1) bg: (2, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999820590019227 その道は困難で fg: (2, 4, 1) bg: (2, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9998062252998353 多少の贅沢がなくては fg: (3, 3, 2) bg: (3, 3, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999901652336122 達成もできないのだ fg: (3, 3, 0) bg: (3, 3, 0)
[manga-translator.ModelMangaOCR] prob: 0.9999797940254211 何を言ってる fg: (5, 5, 2) bg: (5, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.999987781047821 これは我々が fg: (4, 5, 1) bg: (4, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999747276306153 手にした成果 fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999496936798097 なんだその fg: (5, 4, 1) bg: (5, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9994413852691652 装飾品は？ fg: (7, 5, 4) bg: (7, 5, 4)
[manga-translator.ModelMangaOCR] prob: 0.9999937415122986 ずいぶんと fg: (1, 4, 0) bg: (1, 4, 0)
[manga-translator.ModelMangaOCR] prob: 0.9993867874145509 贅沢じゃないか．．． fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.999116361141205 はあ．．．．． fg: (6, 7, 4) bg: (6, 7, 4)
[manga-translator.ModelMangaOCR] prob: 0.9999404549598695 じゃあまずは fg: (5, 6, 3) bg: (5, 6, 3)
[manga-translator.ModelMangaOCR] prob: 0.9998248219490052 お前たちがその礎に fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9991397857666017 なるべきじゃないか？ fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9991539120674134 殺っちまえ！ fg: (1, 2, 0) bg: (1, 2, 0)
[manga-translator.ModelMangaOCR] prob: 0.9993641376495362 自分たちに甘く fg: (4, 5, 2) bg: (4, 5, 2)
[manga-translator.ModelMangaOCR] prob: 0.9996516704559327 他人に厳しい．．． fg: (5, 4, 1) bg: (5, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.999337673187256 おい fg: (10, 10, 3) bg: (10, 10, 3)
[manga-translator.ModelMangaOCR] prob: 0.9996353387832643 野郎ども．．． fg: (6, 6, 2) bg: (6, 6, 2)
[manga-translator.ModelMangaOCR] prob: 0.9997705817222596 ただの乞食か fg: (3, 4, 1) bg: (3, 4, 1)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.942707359790802 ふう．．． fg: (1, 2, 1) bg: (1, 2, 1)
[manga-translator.ModelMangaOCR] prob: 0.99560284614563 ．．．．．．あ？ fg: (5, 6, 3) bg: (5, 6, 3)
[manga-translator.GroqTranslator] Translating into Spanish
[manga-translator.ModelMangaOCR] prob: 0.9999699592590333 背を見せて fg: (2, 3, 1) bg: (2, 3, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999809861183168 逃げるなら fg: (4, 4, 1) bg: (4, 4, 1)
[manga-translator.ModelMangaOCR] prob: 0.9999788999557496 追わないと fg: (4, 5, 1) bg: (4, 5, 1)
[manga-translator.ModelMangaOCR] prob: 0.9976351857185365 約束しよう fg: (5, 3, 2) bg: (5, 3, 2)
[manga-translator.ModelMangaOCR] prob: 0.9999952316284181 俺は別に fg: (3, 2, 1) bg: (3, 2, 1)
